machine_id,accession,object_id,title_en,title_zh,culture,period,object_date,medium,dimensions,classification,department,credit_line,public_domain,object_url,api_url,primary_image,primary_image_small,additional_image_count,additional_images,source_merge,range_352_460_member,working_107_member,boundary_role,book_match_status,working_core_hypothesis,preferred_download_url,download_status
MET:2025.446,2025.446,911997,Bird on hibiscus,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 11 5/8 × 14 5/8 in. (29.5 × 37.1 cm),Prints,Asian Art,"Purchase, Friends of Asian Art Gifts, 2025",1,https://www.metmuseum.org/art/collection/search/911997,https://collectionapi.metmuseum.org/public/collection/v1/objects/911997,https://images.metmuseum.org/CRDImages/as/original/DP-41457-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41457-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41457-001.jpg,official_original_public_domain
MET:2025.447,2025.447,912002,Butterflies and Bee on Chrysanthemum,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 12 in. × 15 1/8 in. (30.5 × 38.4 cm),Prints,Asian Art,"Purchase, Gift of Mrs. Samuel T. Peters, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912002,https://collectionapi.metmuseum.org/public/collection/v1/objects/912002,https://images.metmuseum.org/CRDImages/as/original/DP-41458-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41458-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41458-001.jpg,official_original_public_domain
MET:2025.448,2025.448,912004,Apples and Pomegranates.,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 10 1/2 × 14 1/16 in. (26.7 × 35.7 cm),Prints,Asian Art,"Purchase, Jane and Raphael Bernstein Gift, 2025",1,https://www.metmuseum.org/art/collection/search/912004,https://collectionapi.metmuseum.org/public/collection/v1/objects/912004,https://images.metmuseum.org/CRDImages/as/original/DP-41459-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41459-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41459-001.jpg,official_original_public_domain
MET:2025.449,2025.449,912008,Butterflies on Loquats,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 11 1/2 in. × 15 in. (29.2 × 38.1 cm),Prints,Asian Art,"Purchase, Jane and Raphael Bernstein Gift, 2025",1,https://www.metmuseum.org/art/collection/search/912008,https://collectionapi.metmuseum.org/public/collection/v1/objects/912008,https://images.metmuseum.org/CRDImages/as/original/DP-41460-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41460-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41460-001.jpg,official_original_public_domain
MET:2025.450,2025.450,912012,Butterfly on Peony and Iris,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 11 7/8 × 14 3/4 in. (30.2 × 37.5 cm),Prints,Asian Art,"Purchase, Jane and Raphael Bernstein Gift, 2025",1,https://www.metmuseum.org/art/collection/search/912012,https://collectionapi.metmuseum.org/public/collection/v1/objects/912012,https://images.metmuseum.org/CRDImages/as/original/DP-41461-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41461-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41461-001.jpg,official_original_public_domain
MET:2025.451,2025.451,912015,Butterfly on Buddha's Hand Citron,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 10 5/16 × 14 1/8 in. (26.2 × 35.9 cm),Prints,Asian Art,"Purchase, Bequest of William Rhinelander Stewart and funds from various donors, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912015,https://collectionapi.metmuseum.org/public/collection/v1/objects/912015,https://images.metmuseum.org/CRDImages/as/original/DP-41462-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41462-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41462-001.jpg,official_original_public_domain
MET:2025.452,2025.452,912016,Poppy and Stone,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 10 1/2 × 13 3/8 in. (26.7 × 34 cm),Prints,Asian Art,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/912016,https://collectionapi.metmuseum.org/public/collection/v1/objects/912016,https://images.metmuseum.org/CRDImages/as/original/DP-41463-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41463-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41463-001.jpg,official_original_public_domain
MET:2025.453,2025.453,912017,Orchid and Stone,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 10 1/2 × 13 1/2 in. (26.7 × 34.3 cm),Prints,Asian Art,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/912017,https://collectionapi.metmuseum.org/public/collection/v1/objects/912017,https://images.metmuseum.org/CRDImages/as/original/DP-41464-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41464-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41464-001.jpg,official_original_public_domain
MET:2025.454,2025.454,912018,Roses?,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795),",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 10 5/16 × 12 7/8 in. (26.2 × 32.7 cm),Prints,Asian Art,"Emily Byrne Curtis Fund, 2025",1,https://www.metmuseum.org/art/collection/search/912018,https://collectionapi.metmuseum.org/public/collection/v1/objects/912018,https://images.metmuseum.org/CRDImages/as/original/DP-41465-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41465-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41465-001.jpg,official_original_public_domain
MET:2025.455,2025.455,912023,Bird on Viburnum,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 10 5/16 × 13 5/8 in. (26.2 × 34.6 cm),Prints,Asian Art,"Purchase, Gift of Mrs. Edward S. Harkness, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912023,https://collectionapi.metmuseum.org/public/collection/v1/objects/912023,https://images.metmuseum.org/CRDImages/as/original/DP-41466-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41466-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41466-001.jpg,official_original_public_domain
MET:2025.456,2025.456,912024,Mynah Birds,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 14 1/16 × 10 5/16 in. (35.7 × 26.2 cm),Prints,Asian Art,"Purchase, Gift of Mrs. Edward S. Harkness, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912024,https://collectionapi.metmuseum.org/public/collection/v1/objects/912024,https://images.metmuseum.org/CRDImages/as/original/DP-41467-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41467-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41467-001.jpg,official_original_public_domain
MET:2025.457,2025.457,912025,Grasshopper on Pomegranate,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 10 9/16 × 13 1/4 in. (26.8 × 33.7 cm),Prints,Asian Art,"Purchase, Bequest of Robert West, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912025,https://collectionapi.metmuseum.org/public/collection/v1/objects/912025,https://images.metmuseum.org/CRDImages/as/original/DP-41468-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41468-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41468-001.jpg,official_original_public_domain
MET:2025.458,2025.458,912028,Pomegranate in a bronze vase,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 14 11/16 × 11 3/4 in. (37.3 × 29.8 cm),Prints,Asian Art,"Purchase, Friends of Asian Art Gifts, 2025",1,https://www.metmuseum.org/art/collection/search/912028,https://collectionapi.metmuseum.org/public/collection/v1/objects/912028,https://images.metmuseum.org/CRDImages/as/original/DP-41469-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41469-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41469-001.jpg,official_original_public_domain
MET:2025.459,2025.459,912030,Chrysanthemum and Begonia in a Bronze Vase,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–1795)",18th century,Polychrome woodblock print; ink and color on paper,Sheet: 14 5/8 × 11 7/8 in. (37.1 × 30.2 cm),Prints,Asian Art,"Purchase, C.C. Wang Family Fund Gift, 2025",1,https://www.metmuseum.org/art/collection/search/912030,https://collectionapi.metmuseum.org/public/collection/v1/objects/912030,https://images.metmuseum.org/CRDImages/as/original/DP-41470-001.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41470-001.jpg,0,,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41470-001.jpg,official_original_public_domain
MET:2025.460,2025.460,912945,"Wooden chest with print ""Gusu Beauty in Winter"" pasted inside",,"China, Suzhou (print)","Qing dynasty (1644–1911), Qianlong period (1736–95)",1767?,Pinewood (chest); polychrome woodblock print; ink and color on paper,H. 26 1/8 in. (66.3 cm); W. 23 1/4 in. (59 cm); L. 47 1/4 in. (120 cm),Furniture,Asian Art,"Purchase by subscription, by exchange, 2025",1,https://www.metmuseum.org/art/collection/search/912945,https://collectionapi.metmuseum.org/public/collection/v1/objects/912945,https://images.metmuseum.org/CRDImages/as/original/DP-41019-004.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-41019-004.jpg,3,https://images.metmuseum.org/CRDImages/as/original/DP-41019-003.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41019-001.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41019-002.jpg,live_suzhou_search,1,1,H2_working_core,pending_catalogue_concordance,H2: 2025.354–2025.460 = 107 accessions,https://images.metmuseum.org/CRDImages/as/original/DP-41019-004.jpg,official_original_public_domain
