working_220_id,museum_code,museum_name,accession,object_id,record_type,cover_accession_number,title_en,title_zh,culture,date_or_period,medium_or_technique,classification_or_type,object_url,api_url,public_domain,original_image_url,print_image_url,web_image_url,additional_images,additional_image_count,downloadable_original,download_status,museum_core_version,museum_core_status,boundary_hypothesis,boundary_confidence,book_catalogue_no,book_plate_no,book_page,book_match_status,book_match_basis,book_match_confidence,notes
MET:2025.394,MET,The Metropolitan Museum of Art,2025.394,911891,museum_object,,The Spring Ox,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911891,https://collectionapi.metmuseum.org/public/collection/v1/objects/911891,1,https://images.metmuseum.org/CRDImages/as/original/DP-40847-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40847-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.395,MET,The Metropolitan Museum of Art,2025.395,911892,museum_object,,Parrot on a Peach Branch,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi–Yongzheng period (1662–1735)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911892,https://collectionapi.metmuseum.org/public/collection/v1/objects/911892,1,https://images.metmuseum.org/CRDImages/as/original/DP-41298-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41298-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.396,MET,The Metropolitan Museum of Art,2025.396,911893,museum_object,,Zhaojun Leaves for the North,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911893,https://collectionapi.metmuseum.org/public/collection/v1/objects/911893,1,https://images.metmuseum.org/CRDImages/as/original/DP-41299-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41299-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.397,MET,The Metropolitan Museum of Art,2025.397,911897,museum_object,,Satirical Prints of Suzhou Customs,,"China, Suzhou",1760,Woodblock print; ink on paper,Prints,https://www.metmuseum.org/art/collection/search/911897,https://collectionapi.metmuseum.org/public/collection/v1/objects/911897,1,https://images.metmuseum.org/CRDImages/as/original/DP-40848-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40848-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.398,MET,The Metropolitan Museum of Art,2025.398,911898,museum_object,,Satirical Prints of Suzhou Customs,,"China, Suzhou",1760,Woodblock print; ink on paper,Prints,https://www.metmuseum.org/art/collection/search/911898,https://collectionapi.metmuseum.org/public/collection/v1/objects/911898,1,https://images.metmuseum.org/CRDImages/as/original/DP-40849-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40849-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.399,MET,The Metropolitan Museum of Art,2025.399,911900,museum_object,,Satirical Prints of Suzhou Customs,,"China, Suzhou",1760,Woodblock print; ink on paper,Prints,https://www.metmuseum.org/art/collection/search/911900,https://collectionapi.metmuseum.org/public/collection/v1/objects/911900,1,https://images.metmuseum.org/CRDImages/as/original/DP-40850-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40850-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.400,MET,The Metropolitan Museum of Art,2025.400,911904,museum_object,,Two Beauties Picking Dates,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911904,https://collectionapi.metmuseum.org/public/collection/v1/objects/911904,1,https://images.metmuseum.org/CRDImages/as/original/DP-40851-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40851-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.401,MET,The Metropolitan Museum of Art,2025.401,911907,museum_object,,Print in Western Style with Western Text,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi–Yongzheng period (1662–1735)",Woodblock print; ink on paper,Prints,https://www.metmuseum.org/art/collection/search/911907,https://collectionapi.metmuseum.org/public/collection/v1/objects/911907,1,https://images.metmuseum.org/CRDImages/as/original/DP-40852-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40852-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.402,MET,The Metropolitan Museum of Art,2025.402,911909,museum_object,,Scenic Spots of Zhenjiang,鎮江胜境,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911909,https://collectionapi.metmuseum.org/public/collection/v1/objects/911909,1,https://images.metmuseum.org/CRDImages/as/original/DP-40853-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40853-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.403,MET,The Metropolitan Museum of Art,2025.403,911910,museum_object,,The Beautiful Scenery of West Lake,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911910,https://collectionapi.metmuseum.org/public/collection/v1/objects/911910,1,https://images.metmuseum.org/CRDImages/as/original/DP-40854-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40854-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41306-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.404,MET,The Metropolitan Museum of Art,2025.404,911911,museum_object,,Lady Holding a Brush,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911911,https://collectionapi.metmuseum.org/public/collection/v1/objects/911911,1,https://images.metmuseum.org/CRDImages/as/original/DP-41307-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41307-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.405,MET,The Metropolitan Museum of Art,2025.405,911912,museum_object,,Two Ladies Playing Music,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911912,https://collectionapi.metmuseum.org/public/collection/v1/objects/911912,1,https://images.metmuseum.org/CRDImages/as/original/DP-40855-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40855-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.406,MET,The Metropolitan Museum of Art,2025.406,911913,museum_object,,Beauty and a Cat,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911913,https://collectionapi.metmuseum.org/public/collection/v1/objects/911913,1,https://images.metmuseum.org/CRDImages/as/original/DP-41822-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41822-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.407,MET,The Metropolitan Museum of Art,2025.407,911914,museum_object,,Gold Coins Cover the Ground,遍地金錢,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911914,https://collectionapi.metmuseum.org/public/collection/v1/objects/911914,1,https://images.metmuseum.org/CRDImages/as/original/DP-40856-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40856-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.408,MET,The Metropolitan Museum of Art,2025.408,911916,museum_object,,Scenes from the First Part of Pearl Pagoda,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911916,https://collectionapi.metmuseum.org/public/collection/v1/objects/911916,1,https://images.metmuseum.org/CRDImages/as/original/DP-40857-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40857-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.409,MET,The Metropolitan Museum of Art,2025.409,911918,museum_object,,Scenes from Second Part of Generals of the Yang Family,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911918,https://collectionapi.metmuseum.org/public/collection/v1/objects/911918,1,https://images.metmuseum.org/CRDImages/as/original/DP-40858-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40858-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.410,MET,The Metropolitan Museum of Art,2025.410,911920,museum_object,,A Newly-Cut Print : Scenes from the Second Part of Outlaws of the Marsh,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911920,https://collectionapi.metmuseum.org/public/collection/v1/objects/911920,1,https://images.metmuseum.org/CRDImages/as/original/DP-40859-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40859-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.411,MET,The Metropolitan Museum of Art,2025.411,911921,museum_object,,A Newly-Cut Print : Scenes from the First Part of Record of The Three Kingdoms,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911921,https://collectionapi.metmuseum.org/public/collection/v1/objects/911921,1,https://images.metmuseum.org/CRDImages/as/original/DP-40860-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40860-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.412,MET,The Metropolitan Museum of Art,2025.412,911923,museum_object,,A Newly-Cut Print of Illustrations from The Classic of Mountains and Seas,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911923,https://collectionapi.metmuseum.org/public/collection/v1/objects/911923,1,https://images.metmuseum.org/CRDImages/as/original/DP-40861-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40861-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.413,MET,The Metropolitan Museum of Art,2025.413,911925,museum_object,,Rebellion Against the Celestial Court,,"China, Suzhou","Qing dynasty (1644–1911), Xianfeng period (1851–61)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911925,https://collectionapi.metmuseum.org/public/collection/v1/objects/911925,1,https://images.metmuseum.org/CRDImages/as/original/DP-40862-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40862-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.414,MET,The Metropolitan Museum of Art,2025.414,911927,museum_object,,Praying Mantis and Three Toddlers,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911927,https://collectionapi.metmuseum.org/public/collection/v1/objects/911927,1,https://images.metmuseum.org/CRDImages/as/original/DP-40666-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40666-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40666-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.415,MET,The Metropolitan Museum of Art,2025.415,911929,museum_object,,Picking Tea in Autumn Heat,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911929,https://collectionapi.metmuseum.org/public/collection/v1/objects/911929,1,https://images.metmuseum.org/CRDImages/as/original/DP-40863-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40863-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.416,MET,The Metropolitan Museum of Art,2025.416,911931,museum_object,,Story of The Western Chamber,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911931,https://collectionapi.metmuseum.org/public/collection/v1/objects/911931,1,https://images.metmuseum.org/CRDImages/as/original/DP-41318-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41318-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41318-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.417,MET,The Metropolitan Museum of Art,2025.417,911936,museum_object,,Second part of The Story of the Lute,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; two shades of ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911936,https://collectionapi.metmuseum.org/public/collection/v1/objects/911936,1,https://images.metmuseum.org/CRDImages/as/original/DP-40667-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40667-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40667-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.418,MET,The Metropolitan Museum of Art,2025.418,911938,museum_object,,View of Putuoshan on the Southern Sea,,"China, Suzhou","Qing dynasty (1644–1911), Jiaqing period (1796–1820)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911938,https://collectionapi.metmuseum.org/public/collection/v1/objects/911938,1,https://images.metmuseum.org/CRDImages/as/original/DP-41319-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41319-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.419,MET,The Metropolitan Museum of Art,2025.419,911939,museum_object,,View of Putuoshan on the Southern Sea,,"China, Suzhou","Qing dynasty (1644–1911), Daoguang period (1821–50)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911939,https://collectionapi.metmuseum.org/public/collection/v1/objects/911939,1,https://images.metmuseum.org/CRDImages/as/original/DP-41320-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41320-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.420,MET,The Metropolitan Museum of Art,2025.420,911944,museum_object,,Spring Morning in the Han Palace,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper,Prints,https://www.metmuseum.org/art/collection/search/911944,https://collectionapi.metmuseum.org/public/collection/v1/objects/911944,1,https://images.metmuseum.org/CRDImages/as/original/DP-40864-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40864-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.421,MET,The Metropolitan Museum of Art,2025.421,911945,museum_object,,Adoration of a Sage,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper,Prints,https://www.metmuseum.org/art/collection/search/911945,https://collectionapi.metmuseum.org/public/collection/v1/objects/911945,1,https://images.metmuseum.org/CRDImages/as/original/DP-40865-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40865-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.422,MET,The Metropolitan Museum of Art,2025.422,911946,museum_object,,View of Western architecture,,"China, Suzhou",18th century,Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911946,https://collectionapi.metmuseum.org/public/collection/v1/objects/911946,1,https://images.metmuseum.org/CRDImages/as/original/DP-41323-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41323-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.423,MET,The Metropolitan Museum of Art,2025.423,911947,museum_object,,A Hunt on the Plains,,"China, Suzhou",18th century,Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911947,https://collectionapi.metmuseum.org/public/collection/v1/objects/911947,1,https://images.metmuseum.org/CRDImages/as/original/DP-41324-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41324-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.427,MET,The Metropolitan Museum of Art,2025.427,911961,museum_object,,The Jade Hairpin,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911961,https://collectionapi.metmuseum.org/public/collection/v1/objects/911961,1,https://images.metmuseum.org/CRDImages/as/original/DP-41449-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41449-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.428,MET,The Metropolitan Museum of Art,2025.428,913059,museum_object,,Amorous scene,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",Woodblock print; ink on paper,Prints,https://www.metmuseum.org/art/collection/search/913059,https://collectionapi.metmuseum.org/public/collection/v1/objects/913059,1,https://images.metmuseum.org/CRDImages/as/original/DP-41450-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41450-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.429,MET,The Metropolitan Museum of Art,2025.429,911968,museum_object,,Reunion of the Heroes,,"China, Suzhou","Qing dynasty (1644–1911), Kangxi period (1662–1722)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911968,https://collectionapi.metmuseum.org/public/collection/v1/objects/911968,1,https://images.metmuseum.org/CRDImages/as/original/DP-40866-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40866-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.430,MET,The Metropolitan Museum of Art,2025.430,911973,museum_object,,Stone Lake In Suzhou : An Emulation of ‘Famous Scenes of West Lake’,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911973,https://collectionapi.metmuseum.org/public/collection/v1/objects/911973,1,https://images.metmuseum.org/CRDImages/as/original/DP-41326-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41326-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.431,MET,The Metropolitan Museum of Art,2025.431,911976,museum_object,,Second Part of Tale of Washing the Silken Gauze,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911976,https://collectionapi.metmuseum.org/public/collection/v1/objects/911976,1,https://images.metmuseum.org/CRDImages/as/original/DP-40669-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40669-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40669-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.432,MET,The Metropolitan Museum of Art,2025.432,911977,museum_object,,Children and Grandchildren Bring Fortune and Prosperity. The Eight Barbarians Bring Tribute,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911977,https://collectionapi.metmuseum.org/public/collection/v1/objects/911977,1,https://images.metmuseum.org/CRDImages/as/original/DP-41327-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41327-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.433,MET,The Metropolitan Museum of Art,2025.433,911978,museum_object,,The Character Fu,,"China, Suzhou","Qing dynasty (1644–1911), Qianlong period (1736–95)",Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911978,https://collectionapi.metmuseum.org/public/collection/v1/objects/911978,1,https://images.metmuseum.org/CRDImages/as/original/DP-41328-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41328-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.434,MET,The Metropolitan Museum of Art,2025.434,911980,museum_object,,Lady Holding a Brush,,"China, Suzhou",18th century,Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911980,https://collectionapi.metmuseum.org/public/collection/v1/objects/911980,1,https://images.metmuseum.org/CRDImages/as/original/DP-41329-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41329-001.jpg,,0,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.435,MET,The Metropolitan Museum of Art,2025.435,911981,museum_object,,Scene of Westerners,,"China, Suzhou",18th century,Woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911981,https://collectionapi.metmuseum.org/public/collection/v1/objects/911981,1,https://images.metmuseum.org/CRDImages/as/original/DP-40867-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40867-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41330-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.436,MET,The Metropolitan Museum of Art,2025.436,911982,museum_object,,The Beautiful Scenery of Famous Mount Putuo on the Southern Sea,,"China, Suzhou",18th century,Hanging scroll; woodblock print; ink on paper with additional hand coloring,Prints,https://www.metmuseum.org/art/collection/search/911982,https://collectionapi.metmuseum.org/public/collection/v1/objects/911982,1,https://images.metmuseum.org/CRDImages/as/original/DP-40670-002.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-40670-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40670-001.jpg,1,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,
MET:2025.437,MET,The Metropolitan Museum of Art,2025.437,911983,museum_object,,Complete Geographical Map of the Everlasting Unified Qing Empire,,"China, Suzhou",18th century,Four-panel folding screen; woodblock print; ink and color on paper,Prints,https://www.metmuseum.org/art/collection/search/911983,https://collectionapi.metmuseum.org/public/collection/v1/objects/911983,1,https://images.metmuseum.org/CRDImages/as/original/DP-41331-001.jpg,,https://images.metmuseum.org/CRDImages/as/web-large/DP-41331-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41331-002.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41331-003.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41331-004.jpg|https://images.metmuseum.org/CRDImages/as/original/DP-41331-005.jpg,4,1,official_original_public_domain,MET-v2,working_107_accession,MET H2 2025.354–2025.460,strong_structural_pending_book_or_provenance_boundary_confirmation,,,,pending_catalogue_concordance,,,four-panel folding screen
