working_220_id,pool_basis,museum_code,accession,object_id,record_type,acquisition_mode,title_en,title_zh,object_url,web_image_url,original_image_url,public_domain
CMA:2025.82,CMA_2025_vonderburg_API_has_image_web,CMA,2025.82,398803,cover,sold,Westlake Panorama,西湖全景,https://clevelandart.org/art/2025.82,https://openaccess-cdn.clevelandart.org/2025.82/2025.82_web.jpg,https://openaccess-cdn.clevelandart.org/2025.82/2025.82_full.tif,1
CMA:2025.82.1,CMA_2025_vonderburg_API_has_image_web,CMA,2025.82.1,678436,component,sold,Westlake Panorama,西湖全景,https://clevelandart.org/art/2025.82.1,https://openaccess-cdn.clevelandart.org/2025.82.1/2025.82.1_web.jpg,https://openaccess-cdn.clevelandart.org/2025.82.1/2025.82.1_full.tif,1
CMA:2025.82.2,CMA_2025_vonderburg_API_has_image_web,CMA,2025.82.2,678437,component,sold,Westlake Panorama,西湖全景,https://clevelandart.org/art/2025.82.2,https://openaccess-cdn.clevelandart.org/2025.82.2/2025.82.2_web.jpg,https://openaccess-cdn.clevelandart.org/2025.82.2/2025.82.2_full.tif,1
CMA:2025.82.3,CMA_2025_vonderburg_API_has_image_web,CMA,2025.82.3,678438,component,sold,Westlake Panorama,西湖全景,https://clevelandart.org/art/2025.82.3,https://openaccess-cdn.clevelandart.org/2025.82.3/2025.82.3_web.jpg,https://openaccess-cdn.clevelandart.org/2025.82.3/2025.82.3_full.tif,1
CMA:2025.82.4,CMA_2025_vonderburg_API_has_image_web,CMA,2025.82.4,678440,component,sold,Westlake Panorama,西湖全景,https://clevelandart.org/art/2025.82.4,https://openaccess-cdn.clevelandart.org/2025.82.4/2025.82.4_web.jpg,https://openaccess-cdn.clevelandart.org/2025.82.4/2025.82.4_full.tif,1
CMA:2025.83,CMA_2025_vonderburg_API_has_image_web,CMA,2025.83,679111,object,sold,Music in the Jade Palace,瓊宮樂奏圖,https://clevelandart.org/art/2025.83,https://openaccess-cdn.clevelandart.org/2025.83/2025.83_web.jpg,https://openaccess-cdn.clevelandart.org/2025.83/2025.83_full.tif,1
CMA:2025.84,CMA_2025_vonderburg_API_has_image_web,CMA,2025.84,679112,object,sold,Gathering Osmanthus,折桂圖,https://clevelandart.org/art/2025.84,https://openaccess-cdn.clevelandart.org/2025.84/2025.84_web.jpg,https://openaccess-cdn.clevelandart.org/2025.84/2025.84_full.tif,1
CMA:2025.87,CMA_2025_vonderburg_API_has_image_web,CMA,2025.87,679115,object,sold,"Touring in Spring, Enjoying Summer",春遊夏賞,https://clevelandart.org/art/2025.87,https://openaccess-cdn.clevelandart.org/2025.87/2025.87_web.jpg,https://openaccess-cdn.clevelandart.org/2025.87/2025.87_full.tif,1
CMA:2025.88,CMA_2025_vonderburg_API_has_image_web,CMA,2025.88,679116,object,sold,First Part of Story of The Western Chamber,全本西廂記,https://clevelandart.org/art/2025.88,https://openaccess-cdn.clevelandart.org/2025.88/2025.88_web.jpg,https://openaccess-cdn.clevelandart.org/2025.88/2025.88_full.tif,1
CMA:2025.93,CMA_2025_vonderburg_API_has_image_web,CMA,2025.93,679127,object,sold,Happy New Year,新春樂,https://clevelandart.org/art/2025.93,https://openaccess-cdn.clevelandart.org/2025.93/2025.93_web.jpg,https://openaccess-cdn.clevelandart.org/2025.93/2025.93_full.tif,1
CMA:2025.94,CMA_2025_vonderburg_API_has_image_web,CMA,2025.94,679128,object,sold,"Wife, Wealth, Sons, and a Salary",妻財子禄,https://clevelandart.org/art/2025.94,https://openaccess-cdn.clevelandart.org/2025.94/2025.94_web.jpg,https://openaccess-cdn.clevelandart.org/2025.94/2025.94_full.tif,1
CMA:2025.97,CMA_2025_vonderburg_API_has_image_web,CMA,2025.97,679266,object,other,The Fierce Battle at the Red Cliff,赤壁鏖兵圖,https://clevelandart.org/art/2025.97,https://openaccess-cdn.clevelandart.org/2025.97/2025.97_web.jpg,https://openaccess-cdn.clevelandart.org/2025.97/2025.97_full.tif,1
CMA:2025.108,CMA_2025_vonderburg_API_has_image_web,CMA,2025.108,679347,object,sold,Bird on Pomegranate,石榴上的鳥兒,https://clevelandart.org/art/2025.108,https://openaccess-cdn.clevelandart.org/2025.108/2025.108_web.jpg,https://openaccess-cdn.clevelandart.org/2025.108/2025.108_full.tif,1
CMA:2025.113,CMA_2025_vonderburg_API_has_image_web,CMA,2025.113,679355,object,sold,Lotus Seeds and Water Caltrops,蓮蓬和菱角,https://clevelandart.org/art/2025.113,https://openaccess-cdn.clevelandart.org/2025.113/2025.113_web.jpg,https://openaccess-cdn.clevelandart.org/2025.113/2025.113_full.tif,1
CMA:2025.116,CMA_2025_vonderburg_API_has_image_web,CMA,2025.116,398727,object,sold,Grasshopper on Pomegranate,蚱蜢石榴,https://clevelandart.org/art/2025.116,https://openaccess-cdn.clevelandart.org/2025.116/2025.116_web.jpg,https://openaccess-cdn.clevelandart.org/2025.116/2025.116_full.tif,1
CMA:2025.118,CMA_2025_vonderburg_API_has_image_web,CMA,2025.118,679368,object,sold,Bird on Lotus,蓮花和鸟,https://clevelandart.org/art/2025.118,https://openaccess-cdn.clevelandart.org/2025.118/2025.118_web.jpg,https://openaccess-cdn.clevelandart.org/2025.118/2025.118_full.tif,1
CMA:2025.127,CMA_2025_vonderburg_API_has_image_web,CMA,2025.127,679377,object,sold,Plum and Camellia in a Bronze Vase,博古花卉圖,https://clevelandart.org/art/2025.127,https://openaccess-cdn.clevelandart.org/2025.127/2025.127_web.jpg,https://openaccess-cdn.clevelandart.org/2025.127/2025.127_full.tif,1
MET:2025.352,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.352,911808,,,A Scenic View of Minghuang’s Gardens,,https://www.metmuseum.org/art/collection/search/911808,https://images.metmuseum.org/CRDImages/as/web-large/DP-40648-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40648-002.jpg,1
MET:2025.353,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.353,77109,,,New Year's Morning,,https://www.metmuseum.org/art/collection/search/77109,https://images.metmuseum.org/CRDImages/as/web-large/DP-40649-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40649-002.jpg,1
MET:2025.354,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.354,911817,,,Scenic Spots of Zhenjiang,,https://www.metmuseum.org/art/collection/search/911817,https://images.metmuseum.org/CRDImages/as/web-large/DP-40650-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40650-002.jpg,1
MET:2025.355,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.355,911818,,,Scenic Spots of Zhenjiang,,https://www.metmuseum.org/art/collection/search/911818,https://images.metmuseum.org/CRDImages/as/web-large/DP-40651-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40651-002.jpg,1
MET:2025.356,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.356,911819,,,Manchus Quarrel During a Chess Game,,https://www.metmuseum.org/art/collection/search/911819,https://images.metmuseum.org/CRDImages/as/web-large/DP-40652-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40652-002.jpg,1
MET:2025.357,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.357,911822,,,Boys Picking Lotus,,https://www.metmuseum.org/art/collection/search/911822,https://images.metmuseum.org/CRDImages/as/web-large/DP-40653-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40653-002.jpg,1
MET:2025.358,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.358,911824,,,May You Soon Bear Noble Sons,,https://www.metmuseum.org/art/collection/search/911824,https://images.metmuseum.org/CRDImages/as/web-large/DP-40654-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40654-002.jpg,1
MET:2025.359,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.359,911825,,,Mother and Child,,https://www.metmuseum.org/art/collection/search/911825,https://images.metmuseum.org/CRDImages/as/web-large/DP-40655-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40655-002.jpg,1
MET:2025.360,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.360,911826,,,The Two Immortals of Harmony and Unity,,https://www.metmuseum.org/art/collection/search/911826,https://images.metmuseum.org/CRDImages/as/web-large/DP-40656-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40656-002.jpg,1
MET:2025.361,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.361,911827,,,The Two Immortals of Harmony and Unity,,https://www.metmuseum.org/art/collection/search/911827,https://images.metmuseum.org/CRDImages/as/web-large/DP-40656-003.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40656-003.jpg,1
MET:2025.362,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.362,911830,,,Two Beauties Gather Lotus,,https://www.metmuseum.org/art/collection/search/911830,https://images.metmuseum.org/CRDImages/as/web-large/DP-41445-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41445-002.jpg,1
MET:2025.363,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.363,911834,,,Three Boys Grabbing Nobility,,https://www.metmuseum.org/art/collection/search/911834,https://images.metmuseum.org/CRDImages/as/web-large/DP-40657-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40657-002.jpg,1
MET:2025.364,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.364,911836,,,Ten Views of West Lake,,https://www.metmuseum.org/art/collection/search/911836,https://images.metmuseum.org/CRDImages/as/web-large/DP-41821-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41821-001.jpg,1
MET:2025.365,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.365,911838,,,Lady with Boys Playing Instruments,,https://www.metmuseum.org/art/collection/search/911838,https://images.metmuseum.org/CRDImages/as/web-large/DP-41446-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41446-001.jpg,1
MET:2025.366,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.366,911839,,,One Hundred Longevity Characters,,https://www.metmuseum.org/art/collection/search/911839,https://images.metmuseum.org/CRDImages/as/web-large/DP-41270-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41270-001.jpg,1
MET:2025.367,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.367,911843,,,Character meaning “good fortune”,,https://www.metmuseum.org/art/collection/search/911843,https://images.metmuseum.org/CRDImages/as/web-large/DP-41271-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41271-001.jpg,1
MET:2025.368,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.368,911846,,,Magu Bestows Longevity,,https://www.metmuseum.org/art/collection/search/911846,https://images.metmuseum.org/CRDImages/as/web-large/DP-41272-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41272-001.jpg,1
MET:2025.369,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.369,911847,,,Five Boys Competing for Distinction,,https://www.metmuseum.org/art/collection/search/911847,https://images.metmuseum.org/CRDImages/as/web-large/DP-41273-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41273-001.jpg,1
MET:2025.370,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.370,911849,,,Basin of Accumulated Treasures,,https://www.metmuseum.org/art/collection/search/911849,https://images.metmuseum.org/CRDImages/as/web-large/DP-41274-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41274-001.jpg,1
MET:2025.371,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.371,911850,,,View of Putuoshan on the Southern Sea,,https://www.metmuseum.org/art/collection/search/911850,https://images.metmuseum.org/CRDImages/as/web-large/DP-41275-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41275-001.jpg,1
MET:2025.372,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.372,911851,,,One Hundred Boys,百子图,https://www.metmuseum.org/art/collection/search/911851,https://images.metmuseum.org/CRDImages/as/web-large/DP-41276-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41276-001.jpg,1
MET:2025.373,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.373,911852,,,A Record of Tiger Hill in Suzhou,,https://www.metmuseum.org/art/collection/search/911852,https://images.metmuseum.org/CRDImages/as/web-large/DP-41277-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41277-001.jpg,1
MET:2025.374,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.374,911854,,,Ladies with Peony Flowers,牡丹仕女圖,https://www.metmuseum.org/art/collection/search/911854,https://images.metmuseum.org/CRDImages/as/web-large/DP-41278-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41278-001.jpg,1
MET:2025.375,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.375,911857,,,The Holy Emperor Lord Guan,,https://www.metmuseum.org/art/collection/search/911857,https://images.metmuseum.org/CRDImages/as/web-large/DP-40846-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40846-001.jpg,1
MET:2025.376,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.376,911858,,,New Year’s Day,歲朝圖,https://www.metmuseum.org/art/collection/search/911858,https://images.metmuseum.org/CRDImages/as/web-large/DP-41280-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41280-001.jpg,1
MET:2025.377,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.377,911860,,,Scenic Sites of Famous Mount Putuo on the Southern Sea,,https://www.metmuseum.org/art/collection/search/911860,https://images.metmuseum.org/CRDImages/as/web-large/DP-41281-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41281-002.jpg,1
MET:2025.378,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.378,911861,,,Gusu Beauty in Winter,,https://www.metmuseum.org/art/collection/search/911861,https://images.metmuseum.org/CRDImages/as/web-large/DP-41282-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41282-001.jpg,1
MET:2025.379,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.379,911867,,,"Woman teaching children to paint, from four-print set “Women teaching children the four accomplishments”",,https://www.metmuseum.org/art/collection/search/911867,https://images.metmuseum.org/CRDImages/as/web-large/DP-41283-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41283-001.jpg,1
MET:2025.380,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.380,911868,,,"Woman teaching children to read and write calligraphy, from four-print set “Women teaching children the four accomplishments”",,https://www.metmuseum.org/art/collection/search/911868,https://images.metmuseum.org/CRDImages/as/web-large/DP-41284-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41284-001.jpg,1
MET:2025.381,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.381,911871,,,"Woman teaching children to play chess, from four-print set “Women teaching children the four accomplishments”",,https://www.metmuseum.org/art/collection/search/911871,https://images.metmuseum.org/CRDImages/as/web-large/DP-41285-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41285-001.jpg,1
MET:2025.382,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.382,911872,,,"Woman teaching children to play the guqin zither, from four-print set “Women teaching children the four accomplishments""",,https://www.metmuseum.org/art/collection/search/911872,https://images.metmuseum.org/CRDImages/as/web-large/DP-41286-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41286-001.jpg,1
MET:2025.383,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.383,911954,,,Mother and Son by a Pavilion,,https://www.metmuseum.org/art/collection/search/911954,https://images.metmuseum.org/CRDImages/as/web-large/DP-41473-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41473-001.jpg,1
MET:2025.384,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.384,911873,,,Gilding the Lily,錦上添花,https://www.metmuseum.org/art/collection/search/911873,https://images.metmuseum.org/CRDImages/as/web-large/DP-41287-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41287-001.jpg,1
MET:2025.385,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.385,911874,,,Story of the Western Chamber,,https://www.metmuseum.org/art/collection/search/911874,https://images.metmuseum.org/CRDImages/as/web-large/DP-40658-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40658-002.jpg,1
MET:2025.386,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.386,911875,,,Yang Guifei  and the Tang Emperor Minghuang,,https://www.metmuseum.org/art/collection/search/911875,https://images.metmuseum.org/CRDImages/as/web-large/DP-40659-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40659-002.jpg,1
MET:2025.387,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.387,911876,,,Taozhu Brings Wealth,,https://www.metmuseum.org/art/collection/search/911876,https://images.metmuseum.org/CRDImages/as/web-large/DP-41290-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41290-002.jpg,1
MET:2025.388,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.388,911877,,,Picture of a Happy Family,,https://www.metmuseum.org/art/collection/search/911877,https://images.metmuseum.org/CRDImages/as/web-large/DP-40660-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40660-002.jpg,1
MET:2025.389,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.389,911879,,,Twenty-Eight Constellations Battle at Kunyang,,https://www.metmuseum.org/art/collection/search/911879,https://images.metmuseum.org/CRDImages/as/web-large/DP-40661-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40661-002.jpg,1
MET:2025.390,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.390,911881,,,Scenic View of Yueyang Tower,,https://www.metmuseum.org/art/collection/search/911881,https://images.metmuseum.org/CRDImages/as/web-large/DP-40662-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40662-002.jpg,1
MET:2025.391,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.391,911887,,,Two Beauties Enjoy a Butterfly,,https://www.metmuseum.org/art/collection/search/911887,https://images.metmuseum.org/CRDImages/as/web-large/DP-40663-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40663-002.jpg,1
MET:2025.392,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.392,911889,,,The Herd Boy and the Weaving Maiden,,https://www.metmuseum.org/art/collection/search/911889,https://images.metmuseum.org/CRDImages/as/web-large/DP-40664-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40664-002.jpg,1
MET:2025.393,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.393,911890,,,A Prevailing Mood of Harmony,,https://www.metmuseum.org/art/collection/search/911890,https://images.metmuseum.org/CRDImages/as/web-large/DP-40665-002.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40665-002.jpg,1
MET:2025.394,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.394,911891,,,The Spring Ox,,https://www.metmuseum.org/art/collection/search/911891,https://images.metmuseum.org/CRDImages/as/web-large/DP-40847-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40847-001.jpg,1
MET:2025.395,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.395,911892,,,Parrot on a Peach Branch,,https://www.metmuseum.org/art/collection/search/911892,https://images.metmuseum.org/CRDImages/as/web-large/DP-41298-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41298-001.jpg,1
MET:2025.396,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.396,911893,,,Zhaojun Leaves for the North,,https://www.metmuseum.org/art/collection/search/911893,https://images.metmuseum.org/CRDImages/as/web-large/DP-41299-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-41299-001.jpg,1
MET:2025.397,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.397,911897,,,Satirical Prints of Suzhou Customs,,https://www.metmuseum.org/art/collection/search/911897,https://images.metmuseum.org/CRDImages/as/web-large/DP-40848-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40848-001.jpg,1
MET:2025.398,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.398,911898,,,Satirical Prints of Suzhou Customs,,https://www.metmuseum.org/art/collection/search/911898,https://images.metmuseum.org/CRDImages/as/web-large/DP-40849-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40849-001.jpg,1
MET:2025.399,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.399,911900,,,Satirical Prints of Suzhou Customs,,https://www.metmuseum.org/art/collection/search/911900,https://images.metmuseum.org/CRDImages/as/web-large/DP-40850-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40850-001.jpg,1
MET:2025.400,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.400,911904,,,Two Beauties Picking Dates,,https://www.metmuseum.org/art/collection/search/911904,https://images.metmuseum.org/CRDImages/as/web-large/DP-40851-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40851-001.jpg,1
MET:2025.401,MET_verified_live_2025.352_460_public_domain_primary_image,MET,2025.401,911907,,,Print in Western Style with Western Text,,https://www.metmuseum.org/art/collection/search/911907,https://images.metmuseum.org/CRDImages/as/web-large/DP-40852-001.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-40852-001.jpg,1
